Quan_huyen,Quan_huyen_goc,Phuong_xa,Dien_tich_km2,geometry,SoChungCu,GiaTrungBinh,GiaTrungVi,GiaMin,GiaMax,MatDoChungCu,hospital_cnt,mall_cnt,metro_cnt,university_cnt,dist_hospital_m,dist_mall_m,dist_metro_m,dist_university_m,PotentialScore,rank
Thành phố Thủ Đức,Thủ Đức,Tam Bình,2.172261665652813,"POLYGON ((106.74644470200013 10.873877525000069, 106.747047425 10.872070313000108, 106.74600219600012 10.871729852000101, 106.74793243400012 10.869297981000045, 106.74790191700004 10.868369102000031, 106.74530792300015 10.868412019000118, 106.74432373000019 10.867506027000104, 106.74107360800019 10.867079734000072, 106.74039459300008 10.86511611900005, 106.73748016400003 10.86400032, 106.73700714199998 10.86246109000001, 106.73350524800014 10.861557007000101, 106.7297821040001 10.85836505800006, 106.72946929900007 10.86080074400013, 106.72690582400014 10.861500740000167, 106.72678375300012 10.863368035, 106.72980499200003 10.866049766000117, 106.726791381 10.86614894800016, 106.72695922900004 10.86932277700015, 106.72571563800011 10.869740486000126, 106.72463226200017 10.871468544000152, 106.7267684950001 10.87306404200018, 106.72837829500003 10.87276554000016, 106.72920227100019 10.873781205000057, 106.72996521000016 10.873460770000122, 106.73186492900004 10.875014306000082, 106.7338180550002 10.870288849000133, 106.74644470200013 10.873877525000069))",5,45.284000000000006,42.23,38.42,56.2,2.3017484859483486,0,0,0,0,1472.184393714575,3795.630504697923,4711.606448319837,2585.952745692633,-0.2062235468608548,18
Thành phố Thủ Đức,Quận 2,Cát Lái,6.662225659959667,"POLYGON ((106.81008911200013 10.774617196000122, 106.80557251000016 10.770088196000188, 106.80329895100004 10.762518884000087, 106.79915618900014 10.758993149000105, 106.79125213600008 10.755603790000066, 106.77365112400003 10.771412849000114, 106.76532745400004 10.776850701000114, 106.76065826500013 10.782127381000066, 106.76205444300001 10.782455444000107, 106.76537322899998 10.781482698000104, 106.76945495500001 10.78188800900017, 106.77124786400015 10.782074928000043, 106.77166748100012 10.780620575000057, 106.7728958140001 10.779654501999971, 106.77231597900015 10.777932167000017, 106.77302551200017 10.776069642000039, 106.78204345700016 10.775698662000082, 106.78544616700015 10.774735451000026, 106.78708648600002 10.776615142000026, 106.78944396900016 10.775216102000115, 106.78992462200006 10.778491975000179, 106.79710388100011 10.778722763000076, 106.79906463499998 10.776021957000069, 106.8023452760001 10.775157928999988, 106.80429840000005 10.77615356500013, 106.80647277700012 10.77601051400012, 106.81008911200013 10.774617196000122))",5,51.746,48.43,47.68,60.48,0.7504999462942644,0,0,0,1,499.7205850652057,1230.385954688888,3743.8077941476818,3094.623267247556,-0.24234616594618438,19
Thành phố Thủ Đức,Thủ Đức,Linh Chiểu,1.4093954477637314,"POLYGON ((106.77342224100005 10.849568368000178, 106.76820373599998 10.849732399000175, 106.76289367700019 10.850870132000068, 106.75867462200006 10.850662232000104, 106.75518035900006 10.85122108500002, 106.7546463010001 10.853255271000137, 106.7554855350001 10.855172158000187, 106.76092529300001 10.860893249000071, 106.76393127400013 10.85724639800003, 106.76870727500017 10.8544368740001, 106.771636962 10.853962899000066, 106.77296447700019 10.85441017200003, 106.7743988040001 10.85165596100012, 106.77342224100005 10.849568368000178))",0,0.0,,,,0.0,0,0,0,3,0.0,0.0,0.0,0.0,-0.24952761903911874,20
Thành phố Thủ Đức,Quận 2,Bình An,1.839601743813484,"POLYGON ((106.72199249300013 10.787326814000096, 106.7240905770002 10.788966179000113, 106.72677612299998 10.793645858000161, 106.72731018000002 10.798935891000099, 106.73350524800014 10.800085067000111, 106.73296356200007 10.797964095000168, 106.73619079600013 10.797113418000038, 106.73835754300006 10.795345307, 106.736816406 10.792590141000119, 106.735748291 10.792339324000068, 106.73557281500007 10.790539742000021, 106.74014282200011 10.789841652000177, 106.7370224 10.789137841000127, 106.72556304900019 10.783107759000188, 106.72431945800002 10.782460213000036, 106.72336578300008 10.784573555000122, 106.72417449900001 10.78497505200005, 106.72199249300013 10.787326814000096))",1,56.89,56.89,56.89,56.89,0.5435959187160835,0,0,0,0,846.0471158365605,1018.5292951746653,939.6022959026436,1522.438966858929,-0.2842084428520312,21
Thành phố Thủ Đức,Thủ Đức,Linh Xuân,3.8822995873989488,"POLYGON ((106.76180267400008 10.874395371000105, 106.76133728000013 10.874553681000066, 106.76192474400005 10.875560761000088, 106.76141357300014 10.878510475000041, 106.76196289100011 10.878710746000024, 106.76052856400014 10.881254196000157, 106.76455688500016 10.88485431700002, 106.76625061000004 10.889155388000177, 106.76689148000014 10.89153862, 106.76769256500006 10.891624451000098, 106.76727295000006 10.892497062000075, 106.7684326170002 10.892335892000062, 106.7684326170002 10.893604279000158, 106.76967620800013 10.89384460500014, 106.775543213 10.887215615000173, 106.77661895800009 10.885087968000107, 106.78053283700001 10.881499289999965, 106.78208923400013 10.876401901, 106.78191375700004 10.873965264000105, 106.77994537400019 10.868387223000184, 106.76180267400008 10.874395371000105))",0,0.0,,,,0.0,1,0,0,0,0.0,0.0,0.0,0.0,-0.3003007320870082,22
Thành phố Thủ Đức,Quận 9,Phước Bình,0.9956171710834119,"POLYGON ((106.77680206200017 10.808998107000036, 106.7729721070001 10.807609559000127, 106.76612853900014 10.808673859000066, 106.76728820800008 10.810897826000144, 106.76867675800003 10.811448097000095, 106.7690277100001 10.8127269740001, 106.76813507100007 10.81345176800005, 106.7696533200002 10.81991863400009, 106.77146148700012 10.822129250000046, 106.77427673300019 10.816679955000097, 106.77680206200017 10.808998107000036))",0,0.0,,,,0.0,1,0,0,0,0.0,0.0,0.0,0.0,-0.3003007320870082,23
Thành phố Thủ Đức,Quận 2,Bình Trưng Đông,3.3028354809757356,"POLYGON ((106.76777648900008 10.79023647300005, 106.76842498700006 10.79094123900012, 106.77367401000015 10.791798591000031, 106.78108978300008 10.794502257999966, 106.78161621000004 10.790422439, 106.78675079300007 10.79067516400005, 106.787277222 10.785186769000063, 106.78383636400008 10.78190040700008, 106.78992462200006 10.778491975000179, 106.78944396900016 10.775216102000115, 106.78708648600002 10.776615142000026, 106.78544616700015 10.774735451000026, 106.78204345700016 10.775698662000082, 106.77302551200017 10.776069642000039, 106.77231597900015 10.777932167000017, 106.7728958140001 10.779654501999971, 106.77166748100012 10.780620575000057, 106.77124786400015 10.782074928000043, 106.76945495500001 10.78188800900017, 106.76911163400013 10.788488389, 106.76858520400009 10.78838539100002, 106.76777648900008 10.79023647300005))",0,0.0,,,,0.0,1,0,0,0,0.0,0.0,0.0,0.0,-0.3003007320870082,24
Thành phố Thủ Đức,Quận 2,Thủ Thiêm,1.452136208488888,"POLYGON ((106.70816040000011 10.77058983000012, 106.70840454200004 10.775245666000046, 106.71215057500012 10.774765968000168, 106.71520996100008 10.777660371000138, 106.71614074700005 10.773612022000066, 106.71691894600019 10.773243904000026, 106.71730041600017 10.774764061000099, 106.71883392300009 10.775988578000067, 106.72076416100015 10.776371956, 106.72109222400019 10.777628900000082, 106.72391510100005 10.777146340000115, 106.72596740700004 10.77886772300019, 106.7243728630001 10.774201393999988, 106.7212371830002 10.771368026000061, 106.71509552000015 10.767745972, 106.71347808899998 10.763096809000047, 106.70999145600007 10.766509056000189, 106.70825195200001 10.769728662000091, 106.70816040000011 10.77058983000012))",0,0.0,,,,0.0,0,1,0,0,0.0,0.0,0.0,0.0,-0.30680406159625895,25
Thành phố Thủ Đức,Thủ Đức,Linh Tây,1.3529369633087003,"POLYGON ((106.75176239100006 10.863369942000077, 106.75463867100018 10.86631011999998, 106.76221466100014 10.867262840000137, 106.7608947760001 10.863423348000083, 106.76092529300001 10.860893249000071, 106.7554855350001 10.855172158000187, 106.7546463010001 10.853255271000137, 106.75518035900006 10.85122108500002, 106.75305938700006 10.848666191000063, 106.75190734800003 10.849601744999973, 106.75089264000013 10.849063873999967, 106.75111389100005 10.85074615600007, 106.74984741100008 10.85151481700018, 106.75144195600006 10.854620935000128, 106.75164794800008 10.858967781000104, 106.75176239100006 10.863369942000077))",0,0.0,,,,0.0,0,0,0,2,0.0,0.0,0.0,0.0,-0.32778056438916164,26
Thành phố Thủ Đức,Thủ Đức,Linh Đông,2.969740707214213,"POLYGON ((106.74739837700008 10.833538055000133, 106.73985290500019 10.835525513000107, 106.73854064900013 10.841549873000076, 106.73926544300008 10.845182420000185, 106.74102783300003 10.846736908000025, 106.74055480900017 10.849345207999988, 106.74233245900018 10.854475976000174, 106.7422714240002 10.858167649000166, 106.74347686800007 10.859930039000119, 106.7464218130001 10.860171318000141, 106.74856567400013 10.858955383000136, 106.75094604499998 10.85941505500017, 106.75164794800008 10.858967781000104, 106.75144195600006 10.854620935000128, 106.74984741100008 10.85151481700018, 106.75111389100005 10.85074615600007, 106.75089264000013 10.849063873999967, 106.75190734800003 10.849601744999973, 106.75305938700006 10.848666191000063, 106.75314331100009 10.846481324000024, 106.7520904540001 10.84638118900017, 106.74978637600009 10.843991279000136, 106.74942016600016 10.842170716000055, 106.74830627400019 10.842178345000036, 106.74871063300014 10.839820862000124, 106.74709320000017 10.839304924999965, 106.74674224800009 10.837210655999968, 106.74835205100015 10.837200166000173, 106.74936676100009 10.836228371000175, 106.74739837700008 10.833538055000133))",2,46.44,46.44,39.58,53.3,0.6734594690847993,0,0,0,0,1842.8941293112762,1900.052600425504,2405.8103851969895,1350.3963902340397,-0.38019745811504946,27
Thành phố Thủ Đức,Quận 9,Phước Long A,2.3369526620006678,"POLYGON ((106.76612853900014 10.808673859000066, 106.76466369600018 10.809788704000027, 106.76395416200012 10.812858581000114, 106.76232910100003 10.814505578000023, 106.75698089600007 10.81312275, 106.75912475600018 10.8231220240001, 106.76592254700017 10.835462570000118, 106.76717376800002 10.834185600000126, 106.76948547400019 10.823645591000172, 106.77146148700012 10.822129250000046, 106.7696533200002 10.81991863400009, 106.76813507100007 10.81345176800005, 106.7690277100001 10.8127269740001, 106.76867675800003 10.811448097000095, 106.76728820800008 10.810897826000144, 106.76612853900014 10.808673859000066))",0,0.0,,,,0.0,0,0,0,1,0.0,0.0,0.0,0.0,-0.4060335097392045,28
Thành phố Thủ Đức,Quận 9,Long Trường,12.682983675157987,"POLYGON ((106.82808685300006 10.76014995600002, 106.82434082000015 10.759557725000093, 106.82314300600018 10.761590003000038, 106.82362365800014 10.766601563000108, 106.82608795100003 10.773941040000125, 106.82482910200002 10.778613091000068, 106.82201385500008 10.780804634000106, 106.82387542800018 10.783099174000085, 106.81626129099999 10.790005685000153, 106.8154144290001 10.796690941000122, 106.81392669700011 10.79755592400005, 106.80985260000006 10.796049118000042, 106.80849456700008 10.797528267000132, 106.80707550000017 10.797831536000103, 106.80654144300013 10.799786568000059, 106.80764007700009 10.802236558000061, 106.806884766 10.804075241000078, 106.8049774170002 10.805871010000033, 106.80434417700002 10.81109142300005, 106.80315399200003 10.811271668000131, 106.8007125850001 10.810056687000099, 106.79978179900019 10.810660363000125, 106.79933929499998 10.815576553000085, 106.80265045100003 10.817120553000109, 106.80289459200009 10.820650101000126, 106.80308532600003 10.823223114000143, 106.804328919 10.825520516000154, 106.80634307900004 10.827134132000083, 106.80767059300013 10.825246811000113, 106.81047821000016 10.817421914000079, 106.81340026900006 10.813982011000121, 106.81721496600011 10.80552196400015, 106.83203888000008 10.808018684000103, 106.83605194100005 10.805970193000178, 106.83841705400005 10.802303314000085, 106.83882141100003 10.799739838000107, 106.83740234400011 10.793397904000074, 106.84185790999999 10.788801193000154, 106.84225463900009 10.784436226000025, 106.84347534100016 10.784266473000116, 106.8428344730001 10.783315659000152, 106.84519195600018 10.781944275000171, 106.84433746399998 10.780486106000069, 106.842926025 10.780556679000142, 106.83575439400005 10.784857751, 106.83464813200015 10.78458976800016, 106.83324432400019 10.782934188000127, 106.83339691100008 10.780529023000156, 106.83811950700004 10.776769639000122, 106.84033966100009 10.773307800000111, 106.83167266800018 10.764851571000065, 106.8300704950002 10.76191043800003, 106.82808685300006 10.76014995600002))",0,0.0,,,,0.0,0,0,0,1,0.0,0.0,0.0,0.0,-0.4060335097392045,29
Thành phố Thủ Đức,Thủ Đức,Hiệp Bình Phước,7.637190144499191,"POLYGON ((106.71322631800001 10.86588955000019, 106.71558380100015 10.868533134000074, 106.714920044 10.872231483000121, 106.71539306700015 10.872760773000039, 106.72353363100012 10.871847152000043, 106.72463226200017 10.871468544000152, 106.72571563800011 10.869740486000126, 106.72695922900004 10.86932277700015, 106.726791381 10.86614894800016, 106.72980499200003 10.866049766000117, 106.72678375300012 10.863368035, 106.72690582400014 10.861500740000167, 106.72946929900007 10.86080074400013, 106.7297821040001 10.85836505800006, 106.72671508700012 10.850844383000151, 106.72229766800007 10.835091590000161, 106.71698760900011 10.836126328000148, 106.71285247800017 10.83436870600002, 106.71029663100018 10.834519386000068, 106.70822906600011 10.83372688300011, 106.7073898320001 10.835790634999967, 106.70281219500015 10.839135170000077, 106.70000457800012 10.840802193000059, 106.6980590820001 10.843642235, 106.6980056770002 10.847475053000096, 106.69905090300017 10.850017547000107, 106.7043304440001 10.851715089000038, 106.71039581300005 10.851119996000136, 106.71403503300007 10.85153198300003, 106.71643829300012 10.853275299000188, 106.71813202000004 10.856006622000166, 106.71714782700002 10.861390115000177, 106.71543884400012 10.864061355, 106.71322631800001 10.86588955000019))",4,77.91,66.51,53.62,125.0,0.5237528363597265,0,0,0,0,3925.084894681664,2650.94675455713,5469.122766881797,2240.595930231352,-0.44974232522295027,30
Thành phố Thủ Đức,Quận 9,Tăng Nhơn Phú B,5.330453422342481,"POLYGON ((106.77124023400006 10.83857345600012, 106.77664184700012 10.839493751000134, 106.7808761600001 10.844704628000102, 106.78279876800019 10.843973161000065, 106.78629302900003 10.844996452000089, 106.78746032600009 10.841899872, 106.78609466500012 10.839925766000079, 106.78602600100015 10.836199761999978, 106.78852844200014 10.83540630400006, 106.79100799500009 10.833148004000122, 106.79195404000006 10.833560943000066, 106.79158020000006 10.834920884000041, 106.7920913710002 10.835356712000078, 106.7930908200002 10.834509850000131, 106.79327392600004 10.832986830999971, 106.79570770300006 10.834458350000148, 106.79582977300004 10.832964898000057, 106.79749298100018 10.833115577000171, 106.79990386900016 10.832100867000065, 106.80169677800012 10.832436563000101, 106.804328919 10.825520516000154, 106.80308532600003 10.823223114000143, 106.80289459200009 10.820650101000126, 106.79908752400002 10.821083069000053, 106.78993988000008 10.815056801000082, 106.787559509 10.81473636600009, 106.78858184900002 10.816329003000021, 106.78752136200012 10.821345329999986, 106.78237915100004 10.825336457000105, 106.78275299100005 10.826165199000116, 106.781097413 10.827463150000085, 106.78141784600018 10.827972411000076, 106.77115631000004 10.835583687999986, 106.77124023400006 10.83857345600012))",0,0.0,,,,0.0,0,0,0,0,0.0,0.0,0.0,0.0,-0.48428645508924734,31
Thành phố Thủ Đức,Quận 2,An Lợi Đông,3.60711049486214,"POLYGON ((106.72596740700004 10.77886772300019, 106.7276229850001 10.779401780000057, 106.72852325500014 10.779173852000042, 106.72935485800014 10.780362130000128, 106.73257446200006 10.779677391, 106.736816406 10.776790618000177, 106.73523712200011 10.774682999000163, 106.73477172800011 10.766783714000155, 106.73376464800009 10.76266288800008, 106.73007965000005 10.75985050200012, 106.72509765600012 10.758990289000053, 106.72204589900014 10.759261131000073, 106.71440887500006 10.762514114000055, 106.71347808899998 10.763096809000047, 106.71509552000015 10.767745972, 106.7212371830002 10.771368026000061, 106.7243728630001 10.774201393999988, 106.72596740700004 10.77886772300019))",0,0.0,,,,0.0,0,0,0,0,0.0,0.0,0.0,0.0,-0.48428645508924734,32
Thành phố Thủ Đức,Quận 9,Phú Hữu,11.856592352159591,"POLYGON ((106.82201385500008 10.780804634000106, 106.8195419320001 10.780933380000135, 106.81639862000009 10.779905319000079, 106.81008911200013 10.774617196000122, 106.80647277700012 10.77601051400012, 106.80429840000005 10.77615356500013, 106.8023452760001 10.775157928999988, 106.79906463499998 10.776021957000069, 106.79710388100011 10.778722763000076, 106.78992462200006 10.778491975000179, 106.78383636400008 10.78190040700008, 106.787277222 10.785186769000063, 106.78675079300007 10.79067516400005, 106.78161621000004 10.790422439, 106.78108978300008 10.794502257999966, 106.78186798200011 10.795143128000063, 106.78277587900016 10.799592972000028, 106.7847824110001 10.800623895000115, 106.78694915700015 10.800436021000053, 106.78815460100003 10.801053047000096, 106.7896957390002 10.804695130000084, 106.79328918400006 10.805346489000101, 106.79336547800017 10.808028222000189, 106.79032898000008 10.813189506000015, 106.78993988000008 10.815056801000082, 106.79908752400002 10.821083069000053, 106.80289459200009 10.820650101000126, 106.80265045100003 10.817120553000109, 106.79933929499998 10.815576553000085, 106.79978179900019 10.810660363000125, 106.8007125850001 10.810056687000099, 106.80315399200003 10.811271668000131, 106.80434417700002 10.81109142300005, 106.8049774170002 10.805871010000033, 106.806884766 10.804075241000078, 106.80764007700009 10.802236558000061, 106.80654144300013 10.799786568000059, 106.80707550000017 10.797831536000103, 106.80849456700008 10.797528267000132, 106.80985260000006 10.796049118000042, 106.81392669700011 10.79755592400005, 106.8154144290001 10.796690941000122, 106.81626129099999 10.790005685000153, 106.82387542800018 10.783099174000085, 106.82201385500008 10.780804634000106))",0,0.0,,,,0.0,0,0,0,0,0.0,0.0,0.0,0.0,-0.48428645508924734,33
Thành phố Thủ Đức,Quận 9,Long Phước,24.739423393417734,"POLYGON ((106.85668945300017 10.84267807000009, 106.8716430660001 10.826190948000033, 106.87273407000015 10.825001717000134, 106.88011932300003 10.816940307000152, 106.88132476700014 10.814230920000057, 106.8819198600001 10.808488846000103, 106.88097381600011 10.804741860000036, 106.87821197600005 10.800543786000162, 106.86531829700004 10.789109230000179, 106.8647308350001 10.785920143000169, 106.86611175500013 10.78279209200008, 106.87218475400016 10.777637482000102, 106.87422180200014 10.774229050000145, 106.87455749500009 10.769520760000148, 106.87258911100014 10.766332626000121, 106.86807250900017 10.764397622000104, 106.86495971800008 10.764532089000113, 106.86302948000008 10.76538181300009, 106.85695648300003 10.77173709900012, 106.85192108200005 10.77464294500004, 106.84824371400009 10.775383950000162, 106.8456878670001 10.775125505000176, 106.84033966100009 10.773307800000111, 106.83811950700004 10.776769639000122, 106.83339691100008 10.780529023000156, 106.83324432400019 10.782934188000127, 106.83464813200015 10.78458976800016, 106.83575439400005 10.784857751, 106.842926025 10.780556679000142, 106.84433746399998 10.780486106000069, 106.84519195600018 10.781944275000171, 106.8463592540001 10.786996841000075, 106.85012817300014 10.790637969000102, 106.85114288300008 10.793165208, 106.84880065800019 10.798173905000112, 106.84896087600009 10.802767753000069, 106.84836578300013 10.804936409000106, 106.84454345600017 10.807626725000091, 106.83969116100008 10.809518814000057, 106.83869934000018 10.810830116000034, 106.842994691 10.81495380399997, 106.84467315700016 10.81788063100015, 106.84446716300016 10.819114685999978, 106.84278869600013 10.819686890000071, 106.83835601900006 10.81734085100004, 106.83601379400017 10.818248748000144, 106.83489227400008 10.820867538000073, 106.83570098900015 10.827220916000158, 106.83648681600005 10.831263543000034, 106.837371825 10.832239151000124, 106.83972930800013 10.832517624000161, 106.84359741200007 10.830757142000152, 106.84572601400015 10.831160546000149, 106.84899902300015 10.834421158000112, 106.85311889600007 10.836006165000072, 106.85668945300017 10.84267807000009))",0,0.0,,,,0.0,0,0,0,0,0.0,0.0,0.0,0.0,-0.48428645508924734,34
Thành phố Thủ Đức,Quận 9,Trường Thạnh,9.877057719990018,"POLYGON ((106.83570098900015 10.827220916000158, 106.83489227400008 10.820867538000073, 106.83601379400017 10.818248748000144, 106.83835601900006 10.81734085100004, 106.84278869600013 10.819686890000071, 106.84446716300016 10.819114685999978, 106.84467315700016 10.81788063100015, 106.842994691 10.81495380399997, 106.83869934000018 10.810830116000034, 106.83969116100008 10.809518814000057, 106.84454345600017 10.807626725000091, 106.84836578300013 10.804936409000106, 106.84896087600009 10.802767753000069, 106.84880065800019 10.798173905000112, 106.85114288300008 10.793165208, 106.85012817300014 10.790637969000102, 106.8463592540001 10.786996841000075, 106.84519195600018 10.781944275000171, 106.8428344730001 10.783315659000152, 106.84347534100016 10.784266473000116, 106.84225463900009 10.784436226000025, 106.84185790999999 10.788801193000154, 106.83740234400011 10.793397904000074, 106.83882141100003 10.799739838000107, 106.83841705400005 10.802303314000085, 106.83605194100005 10.805970193000178, 106.83203888000008 10.808018684000103, 106.81721496600011 10.80552196400015, 106.81340026900006 10.813982011000121, 106.81047821000016 10.817421914000079, 106.80767059300013 10.825246811000113, 106.80634307900004 10.827134132000083, 106.80840301500012 10.827798843000096, 106.81160736000015 10.830279350000069, 106.81494903700013 10.830770492, 106.82019805800002 10.828971863000163, 106.82473754800009 10.82564067900006, 106.82963562000003 10.827504159000057, 106.83209991500007 10.826912879000133, 106.83570098900015 10.827220916000158))",0,0.0,,,,0.0,0,0,0,0,0.0,0.0,0.0,0.0,-0.48428645508924734,35
Thành phố Thủ Đức,Thủ Đức,Bình Chiểu,5.388463233080228,"POLYGON ((106.7504348760001 10.877224921999982, 106.75136566200018 10.875484467000149, 106.74644470200013 10.873877525000069, 106.7338180550002 10.870288849000133, 106.73186492900004 10.875014306000082, 106.72996521000016 10.873460770000122, 106.72920227100019 10.873781205000057, 106.72837829500003 10.87276554000016, 106.7267684950001 10.87306404200018, 106.72463226200017 10.871468544000152, 106.72353363100012 10.871847152000043, 106.72124481100008 10.87636280099997, 106.71528625400009 10.877472878000106, 106.71405792200011 10.876966477, 106.71380615200002 10.877863884000135, 106.71259307800005 10.877949715, 106.7137985220001 10.879149436999967, 106.71795654200008 10.880854607, 106.71658325200013 10.884711265000078, 106.71753692700008 10.887833596000064, 106.71560668900008 10.887742997000146, 106.71447753900009 10.88678932199997, 106.71382141100014 10.88752746700004, 106.71450042700019 10.88816833500016, 106.71310424700016 10.889889718, 106.71761322100019 10.896380424000085, 106.72640991300005 10.890705108000134, 106.72754669100016 10.89013385900006, 106.72846221900005 10.8909254080001, 106.72924804600018 10.889433861000043, 106.73244476300005 10.890640258000133, 106.73131561300005 10.885953903000086, 106.73668670700005 10.884585380999965, 106.73420715300006 10.880519866000157, 106.7381515510001 10.87915992700016, 106.73966217100019 10.881031990000054, 106.74118805000006 10.88135528500004, 106.742996215 10.88031864200019, 106.74504852400008 10.881582261, 106.74568176300016 10.880777358000103, 106.7446899420001 10.880072595000172, 106.7471847540001 10.877385139000012, 106.74849701000016 10.878269196000076, 106.74942016600016 10.876785279000103, 106.7504348760001 10.877224921999982))",3,45.50666666666666,49.1,37.3,50.12,0.556745006921964,0,0,0,0,2169.097984430209,4754.11465249471,5676.810879297266,3437.2053350185056,-0.5317503651724549,36
